# Age    [M/H]     CN1    CN2  Ca4227    G   Fe4383 Ca4455 Fe4531  C4668   Hb   Fe5015   Mg1    Mg2    Mgb  Fe5270 Fe5335 Fe5406 Fe5709 Fe5782   NaD   TiO1   TiO2    HdA    HgA     HdF   HgF   D4000   CaT*   PaT    CaT    sTiO   MgI    D_CO
#===============================================================================================================================================================================================================================================
 2.8184 -0.7052  -0.075 -0.032  0.691  2.989  1.979  0.819  2.178  1.230  2.863  3.660  0.035  0.116  2.103  1.787  1.391  0.825  0.601  0.445  1.642  0.034  0.045  2.460 -0.345  2.379  1.557  1.728  6.470  1.180  7.567  0.996  0.532  1.183
 3.1623 -0.7052  -0.070 -0.029  0.708  3.134  2.057  0.835  2.208  1.250  2.756  3.691  0.036  0.118  2.118  1.808  1.405  0.836  0.607  0.447  1.651  0.034  0.044  2.180 -0.672  2.208  1.368  1.738  6.471  1.133  7.525  0.995  0.534  1.180
 3.5481 -0.7052  -0.067 -0.027  0.722  3.229  2.086  0.846  2.229  1.237  2.682  3.713  0.037  0.119  2.120  1.821  1.412  0.847  0.616  0.450  1.648  0.033  0.043  2.034 -0.878  2.116  1.248  1.742  6.485  1.101  7.509  0.993  0.538  1.177
 3.9811 -0.7052  -0.062 -0.022  0.741  3.382  2.174  0.869  2.267  1.274  2.571  3.760  0.038  0.122  2.159  1.847  1.432  0.864  0.626  0.458  1.661  0.033  0.043  1.751 -1.236  1.940  1.038  1.756  6.516  1.050  7.493  0.992  0.545  1.174
 4.4668 -0.7052  -0.059 -0.021  0.777  3.513  2.251  0.881  2.298  1.254  2.470  3.767  0.040  0.124  2.181  1.868  1.457  0.886  0.633  0.461  1.688  0.033  0.042  1.530 -1.463  1.776  0.877  1.759  6.540  1.001  7.470  0.988  0.551  1.170
 5.0119 -0.7052  -0.054 -0.017  0.806  3.668  2.364  0.908  2.345  1.312  2.352  3.805  0.042  0.127  2.188  1.905  1.492  0.911  0.641  0.470  1.727  0.033  0.043  1.275 -1.834  1.627  0.672  1.772  6.578  0.954  7.465  0.987  0.559  1.168
 5.6234 -0.7052  -0.052 -0.016  0.832  3.754  2.441  0.919  2.366  1.303  2.276  3.781  0.043  0.129  2.208  1.919  1.512  0.925  0.643  0.472  1.763  0.032  0.041  1.111 -2.069  1.532  0.537  1.774  6.560  0.916  7.411  0.984  0.562  1.162
 6.3096 -0.7052  -0.048 -0.014  0.872  3.906  2.572  0.945  2.415  1.347  2.172  3.814  0.046  0.132  2.232  1.963  1.555  0.954  0.654  0.481  1.816  0.032  0.041  0.864 -2.415  1.396  0.344  1.805  6.598  0.877  7.413  0.983  0.571  1.157
 7.0795 -0.7052  -0.045 -0.011  0.905  4.015  2.719  0.971  2.460  1.411  2.100  3.822  0.049  0.137  2.322  2.001  1.597  0.980  0.659  0.492  1.880  0.031  0.041  0.634 -2.699  1.280  0.181  1.838  6.625  0.844  7.409  0.981  0.578  1.155
 7.9433 -0.7052  -0.044 -0.011  0.953  4.134  2.871  0.994  2.504  1.450  2.026  3.828  0.052  0.143  2.416  2.042  1.649  1.015  0.666  0.499  1.950  0.031  0.041  0.409 -2.976  1.165  0.020  1.854  6.650  0.813  7.406  0.978  0.586  1.152
 8.9125 -0.7052  -0.040 -0.007  0.982  4.251  3.006  1.021  2.550  1.507  1.952  3.849  0.055  0.148  2.494  2.081  1.686  1.038  0.673  0.510  2.008  0.031  0.041  0.174 -3.266  1.047 -0.145  1.881  6.685  0.788  7.418  0.977  0.594  1.150
10.0000 -0.7052  -0.038 -0.006  1.019  4.375  3.136  1.043  2.593  1.536  1.879  3.867  0.058  0.153  2.570  2.119  1.724  1.063  0.681  0.517  2.063  0.031  0.041 -0.037 -3.537  0.939 -0.298  1.907  6.715  0.766  7.428  0.975  0.602  1.148
11.2202 -0.7052  -0.035 -0.004  1.055  4.475  3.299  1.072  2.642  1.613  1.814  3.871  0.061  0.159  2.658  2.161  1.777  1.098  0.685  0.528  2.142  0.031  0.041 -0.278 -3.784  0.825 -0.443  1.942  6.753  0.748  7.449  0.972  0.610  1.146
12.5893 -0.7052  -0.033 -0.002  1.095  4.612  3.432  1.098  2.692  1.648  1.737  3.898  0.064  0.165  2.734  2.201  1.815  1.123  0.695  0.537  2.198  0.031  0.042 -0.502 -4.075  0.713 -0.603  1.976  6.803  0.732  7.484  0.970  0.619  1.145
14.1254 -0.7052  -0.029  0.001  1.123  4.714  3.529  1.120  2.730  1.676  1.675  3.916  0.066  0.170  2.791  2.230  1.850  1.152  0.701  0.545  2.243  0.031  0.042 -0.691 -4.308  0.618 -0.733  2.007  6.833  0.721  7.503  0.967  0.626  1.142
15.8489 -0.7052  -0.029  0.002  1.154  4.784  3.639  1.134  2.762  1.677  1.628  3.892  0.069  0.175  2.851  2.257  1.880  1.169  0.705  0.551  2.306  0.030  0.040 -0.829 -4.453  0.552 -0.815  2.035  6.843  0.713  7.506  0.964  0.631  1.138
17.7828 -0.7052  -0.029  0.002  1.181  4.822  3.673  1.136  2.778  1.616  1.599  3.849  0.071  0.180  2.874  2.265  1.897  1.184  0.707  0.554  2.354  0.030  0.040 -0.854 -4.512  0.528 -0.840  2.042  6.846  0.714  7.509  0.961  0.637  1.134
 0.0631 -0.3960  -0.188 -0.104  0.013 -1.363  0.196  0.154  0.854 -0.211  6.129  1.872  0.021  0.070  0.939  0.894  0.631  0.413  0.481  0.383  1.371  0.019  0.017  8.607  8.095  6.360  6.451  1.165  5.125  4.470  9.282  0.971  0.302  1.153
 0.0708 -0.3960  -0.185 -0.104  0.012 -1.280  0.181  0.156  0.858 -0.211  6.076  1.847  0.020  0.067  0.936  0.875  0.615  0.394  0.468  0.369  1.317  0.018  0.015  8.509  7.987  6.287  6.392  1.179  4.990  4.605  9.272  0.969  0.281  1.151
 0.0794 -0.3960  -0.183 -0.103  0.011 -1.175  0.124  0.160  0.868 -0.243  6.022  1.832  0.018  0.065  0.915  0.851  0.589  0.366  0.453  0.347  1.241  0.018  0.012  8.438  7.870  6.202  6.316  1.195  4.769  4.792  9.226  0.967  0.252  1.147
 0.0891 -0.3960  -0.180 -0.102  0.017 -1.063  0.128  0.167  0.882 -0.216  5.935  1.827  0.017  0.064  0.937  0.846  0.589  0.358  0.443  0.338  1.218  0.018  0.011  8.296  7.669  6.105  6.201  1.214  4.668  4.858  9.186  0.966  0.238  1.146
 0.1000 -0.3960  -0.176 -0.099  0.013 -0.963  0.072  0.151  0.837 -0.213  5.807  1.748  0.017  0.063  0.936  0.806  0.561  0.337  0.427  0.322  1.187  0.018  0.011  8.033  7.363  5.976  6.050  1.230  4.587  4.867  9.114  0.965  0.229  1.148
 0.1122 -0.3960  -0.177 -0.100  0.023 -0.952  0.074  0.156  0.850 -0.211  5.815  1.758  0.016  0.061  0.916  0.804  0.561  0.334  0.421  0.316  1.174  0.018  0.012  8.044  7.376  5.969  6.049  1.240  4.458  4.938  9.050  0.965  0.216  1.151
 0.1259 -0.3960  -0.170 -0.095  0.110 -0.738 -0.031  0.213  0.862  0.538  5.537  2.784  0.014  0.080  1.634  0.973  0.732  0.367  0.312  0.270  1.529  0.060  0.092  7.345  6.621  5.654  5.696  1.262  5.797  3.381  8.941  1.151  0.457  1.271
 0.1413 -0.3960  -0.170 -0.095  0.046 -0.861 -0.153  0.112  0.647  0.249  5.501  2.235  0.014  0.068  1.366  0.773  0.564  0.277  0.288  0.236  1.373  0.052  0.075  7.184  6.518  5.628  5.674  1.272  5.581  3.446  8.786  1.150  0.435  1.267
 0.1585 -0.3960  -0.172 -0.096 -0.029 -1.073 -0.444 -0.014  0.370 -0.096  5.527  1.561  0.015  0.059  1.075  0.513  0.344  0.160  0.254  0.192  1.175  0.042  0.054  7.125  6.686  5.667  5.844  1.294  5.393  3.475  8.624  1.144  0.411  1.262
 0.1778 -0.3960  -0.177 -0.100 -0.040 -1.230 -0.594 -0.037  0.328 -0.202  5.712  1.388  0.015  0.058  1.005  0.455  0.294  0.133  0.250  0.181  1.111  0.037  0.045  7.332  6.885  5.771  5.918  1.324  5.299  3.454  8.512  1.140  0.398  1.258
 0.1995 -0.3960  -0.184 -0.104 -0.029 -1.357 -0.582 -0.023  0.371 -0.217  5.907  1.382  0.016  0.053  0.968  0.484  0.317  0.151  0.270  0.189  1.102  0.034  0.038  7.558  7.143  5.914  6.025  1.339  5.210  3.462  8.429  1.131  0.380  1.251
 0.2239 -0.3960  -0.190 -0.108 -0.012 -1.459 -0.577 -0.001  0.431 -0.211  6.081  1.430  0.016  0.052  0.973  0.521  0.350  0.168  0.282  0.195  1.115  0.032  0.035  7.792  7.427  6.039  6.143  1.345  5.148  3.466  8.371  1.128  0.372  1.247
 0.2512 -0.3960  -0.196 -0.113  0.006 -1.592 -0.602  0.016  0.483 -0.223  6.277  1.470  0.016  0.051  0.961  0.550  0.374  0.180  0.293  0.200  1.121  0.031  0.033  8.086  7.792  6.201  6.305  1.359  5.064  3.500  8.320  1.127  0.364  1.244
 0.2818 -0.3960  -0.202 -0.117  0.025 -1.720 -0.631  0.031  0.532 -0.242  6.452  1.493  0.016  0.050  0.942  0.575  0.395  0.194  0.305  0.207  1.123  0.029  0.029  8.384  8.157  6.364  6.472  1.377  4.963  3.567  8.280  1.109  0.355  1.238
 0.3162 -0.3960  -0.205 -0.120  0.054 -1.730 -0.613  0.064  0.614 -0.195  6.538  1.618  0.015  0.052  0.988  0.631  0.444  0.217  0.313  0.214  1.158  0.030  0.031  8.565  8.351  6.431  6.542  1.395  5.025  3.511  8.291  1.102  0.365  1.239
 0.3548 -0.3960  -0.207 -0.122  0.081 -1.735 -0.608  0.091  0.682 -0.160  6.608  1.728  0.015  0.054  1.027  0.676  0.482  0.234  0.319  0.219  1.185  0.031  0.033  8.729  8.525  6.489  6.608  1.411  5.076  3.471  8.304  1.097  0.375  1.240
 0.3981 -0.3960  -0.207 -0.122  0.112 -1.666 -0.577  0.125  0.765 -0.114  6.622  1.856  0.014  0.056  1.076  0.728  0.525  0.254  0.325  0.225  1.210  0.032  0.035  8.822  8.593  6.488  6.615  1.429  5.139  3.416  8.315  1.092  0.383  1.240
 0.4467 -0.3960  -0.205 -0.122  0.142 -1.546 -0.505  0.162  0.852 -0.058  6.572  1.958  0.014  0.059  1.119  0.788  0.578  0.281  0.339  0.237  1.245  0.032  0.036  8.823  8.541  6.441  6.560  1.455  5.190  3.352  8.307  1.084  0.389  1.238
 0.5012 -0.3960  -0.202 -0.120  0.177 -1.363 -0.407  0.205  0.951  0.023  6.466  2.088  0.014  0.062  1.178  0.857  0.637  0.312  0.353  0.249  1.283  0.033  0.037  8.737  8.375  6.339  6.442  1.479  5.256  3.258  8.286  1.082  0.398  1.238
 0.5623 -0.3960  -0.198 -0.118  0.210 -1.187 -0.320  0.244  1.038  0.093  6.358  2.202  0.014  0.065  1.230  0.916  0.689  0.339  0.365  0.259  1.316  0.033  0.038  8.663  8.206  6.245  6.328  1.503  5.309  3.179  8.266  1.081  0.406  1.238
 0.6310 -0.3960  -0.192 -0.114  0.248 -0.914 -0.177  0.294  1.145  0.199  6.164  2.342  0.015  0.069  1.299  0.993  0.755  0.376  0.382  0.273  1.356  0.034  0.040  8.442  7.844  6.063  6.111  1.533  5.393  3.056  8.234  1.079  0.415  1.237
 0.7079 -0.3960  -0.183 -0.109  0.287 -0.584 -0.003  0.351  1.259  0.347  5.909  2.535  0.016  0.074  1.388  1.088  0.834  0.425  0.407  0.293  1.396  0.035  0.042  8.101  7.319  5.818  5.811  1.558  5.547  2.866  8.212  1.079  0.432  1.237
 0.7943 -0.3960  -0.174 -0.103  0.326 -0.245  0.185  0.406  1.369  0.476  5.648  2.678  0.017  0.078  1.465  1.171  0.905  0.468  0.430  0.309  1.435  0.035  0.042  7.718  6.765  5.554  5.492  1.581  5.642  2.700  8.153  1.079  0.442  1.236
 0.8913 -0.3960  -0.163 -0.096  0.370  0.160  0.420  0.469  1.491  0.643  5.329  2.848  0.018  0.082  1.559  1.270  0.988  0.519  0.457  0.329  1.480  0.035  0.042  7.211  6.038  5.223  5.083  1.604  5.742  2.521  8.087  1.076  0.452  1.233
 1.0000 -0.3960  -0.153 -0.090  0.410  0.542  0.666  0.529  1.603  0.812  5.028  2.983  0.020  0.087  1.646  1.360  1.069  0.568  0.480  0.347  1.535  0.034  0.041  6.688  5.325  4.898  4.682  1.624  5.832  2.360  8.027  1.072  0.461  1.231
 1.1220 -0.3960  -0.139 -0.080  0.454  1.004  0.927  0.598  1.731  0.996  4.659  3.184  0.022  0.093  1.741  1.466  1.151  0.629  0.519  0.373  1.557  0.034  0.041  6.027  4.396  4.490  4.173  1.640  5.966  2.167  7.982  1.065  0.474  1.227
 1.2589 -0.3960  -0.113 -0.058  0.538  1.728  1.447  0.735  1.974  1.446  4.063  3.608  0.031  0.108  1.955  1.705  1.352  0.793  0.614  0.456  1.657  0.035  0.044  4.878  2.806  3.841  3.322  1.686  6.386  1.824  8.082  1.056  0.520  1.217
 1.4125 -0.3960  -0.106 -0.052  0.591  1.768  1.405  0.756  2.024  1.506  3.978  3.787  0.031  0.116  2.052  1.748  1.386  0.829  0.622  0.482  1.689  0.038  0.051  4.855  2.657  3.821  3.273  1.663  6.467  1.754  8.098  1.077  0.538  1.226
 1.5849 -0.3960  -0.097 -0.045  0.638  2.051  1.600  0.799  2.108  1.599  3.739  3.844  0.034  0.120  2.107  1.807  1.446  0.877  0.640  0.502  1.740  0.036  0.049  4.334  2.018  3.517  2.930  1.662  6.548  1.630  8.063  1.063  0.545  1.217
 1.7783 -0.3960  -0.087 -0.037  0.691  2.382  1.839  0.852  2.204  1.746  3.475  3.940  0.037  0.126  2.187  1.879  1.518  0.927  0.658  0.522  1.805  0.037  0.051  3.676  1.267  3.139  2.520  1.668  6.645  1.502  8.042  1.058  0.558  1.215
 1.9953 -0.3960  -0.076 -0.029  0.742  2.729  2.097  0.906  2.302  1.897  3.208  4.016  0.040  0.132  2.253  1.952  1.590  0.983  0.680  0.544  1.864  0.037  0.051  2.987  0.437  2.753  2.067  1.685  6.750  1.371  8.025  1.048  0.569  1.208
 2.2387 -0.3960  -0.065 -0.021  0.797  3.069  2.365  0.962  2.402  2.063  2.962  4.112  0.044  0.138  2.330  2.032  1.668  1.041  0.703  0.565  1.930  0.037  0.052  2.309 -0.347  2.372  1.630  1.712  6.842  1.258  8.012  1.042  0.581  1.201
 2.5119 -0.3960  -0.053 -0.012  0.841  3.406  2.633  1.018  2.495  2.237  2.731  4.216  0.048  0.144  2.406  2.109  1.735  1.090  0.728  0.584  1.975  0.037  0.051  1.650 -1.133  2.011  1.189  1.744  6.903  1.165  7.987  1.039  0.592  1.196
 2.8184 -0.3960  -0.047 -0.007  0.884  3.637  2.823  1.058  2.563  2.357  2.573  4.274  0.050  0.149  2.469  2.157  1.788  1.125  0.736  0.595  2.034  0.038  0.055  1.180 -1.658  1.740  0.878  1.772  6.958  1.104  7.985  1.041  0.601  1.193
 3.1623 -0.3960  -0.040 -0.002  0.910  3.862  3.011  1.088  2.616  2.417  2.426  4.289  0.053  0.152  2.495  2.196  1.819  1.146  0.753  0.605  2.057  0.036  0.051  0.810 -2.174  1.527  0.590  1.799  6.965  1.037  7.930  1.031  0.605  1.185
 3.5481 -0.3960  -0.035  0.002  0.935  4.010  3.149  1.112  2.657  2.481  2.324  4.320  0.054  0.154  2.508  2.227  1.848  1.166  0.760  0.612  2.089  0.036  0.051  0.569 -2.512  1.387  0.403  1.822  6.993  1.001  7.924  1.026  0.611  1.179
 3.9811 -0.3960  -0.032  0.004  0.961  4.090  3.236  1.132  2.692  2.536  2.271  4.353  0.056  0.158  2.564  2.256  1.879  1.189  0.766  0.620  2.129  0.037  0.052  0.417 -2.712  1.311  0.291  1.837  7.024  0.980  7.935  1.023  0.618  1.177
 4.4668 -0.3960  -0.029  0.007  0.994  4.205  3.354  1.156  2.735  2.598  2.202  4.382  0.059  0.163  2.631  2.290  1.914  1.213  0.773  0.628  2.177  0.037  0.053  0.213 -2.986  1.203  0.138  1.858  7.057  0.953  7.944  1.020  0.625  1.175
 5.0119 -0.3960  -0.026  0.008  1.032  4.325  3.464  1.175  2.769  2.632  2.139  4.424  0.060  0.167  2.713  2.323  1.945  1.231  0.776  0.629  2.228  0.037  0.053  0.011 -3.260  1.087 -0.020  1.884  7.066  0.923  7.924  1.016  0.631  1.172
 5.6234 -0.3960  -0.021  0.012  1.066  4.473  3.598  1.205  2.818  2.714  2.058  4.478  0.063  0.172  2.800  2.362  1.983  1.257  0.783  0.637  2.278  0.037  0.054 -0.258 -3.613  0.948 -0.217  1.923  7.098  0.896  7.932  1.014  0.638  1.171
 6.3096 -0.3960  -0.019  0.014  1.103  4.575  3.688  1.229  2.855  2.762  1.992  4.538  0.065  0.177  2.894  2.396  2.016  1.279  0.789  0.641  2.335  0.037  0.054 -0.454 -3.881  0.849 -0.371  1.950  7.125  0.871  7.934  1.009  0.647  1.167
 7.0795 -0.3960  -0.017  0.015  1.129  4.669  3.774  1.244  2.880  2.765  1.935  4.532  0.067  0.181  2.953  2.415  2.036  1.291  0.790  0.641  2.387  0.037  0.053 -0.635 -4.105  0.757 -0.504  1.970  7.105  0.854  7.900  1.006  0.651  1.166
 7.9433 -0.3960  -0.015  0.017  1.174  4.774  3.900  1.267  2.927  2.803  1.869  4.561  0.070  0.186  3.027  2.457  2.079  1.321  0.797  0.648  2.458  0.037  0.054 -0.833 -4.345  0.660 -0.642  1.998  7.128  0.838  7.907  1.003  0.660  1.164
 8.9125 -0.3960  -0.011  0.020  1.203  4.885  4.007  1.292  2.966  2.859  1.804  4.593  0.073  0.191  3.095  2.488  2.110  1.341  0.802  0.654  2.508  0.037  0.054 -1.058 -4.613  0.554 -0.795  2.030  7.143  0.825  7.911  1.001  0.666  1.162
10.0000 -0.3960  -0.008  0.023  1.239  4.993  4.121  1.322  3.013  2.936  1.738  4.657  0.076  0.197  3.176  2.528  2.150  1.370  0.810  0.662  2.564  0.038  0.055 -1.285 -4.879  0.452 -0.945  2.071  7.171  0.818  7.932  1.000  0.674  1.162
11.2202 -0.3960  -0.006  0.025  1.270  5.083  4.222  1.341  3.050  2.965  1.685  4.687  0.078  0.201  3.222  2.563  2.183  1.393  0.817  0.667  2.619  0.038  0.056 -1.454 -5.073  0.367 -1.054  2.096  7.180  0.815  7.938  1.001  0.679  1.161
12.5893 -0.3960  -0.004  0.026  1.296  5.166  4.294  1.364  3.083  3.001  1.630  4.739  0.081  0.205  3.283  2.592  2.211  1.412  0.821  0.669  2.675  0.038  0.056 -1.634 -5.285  0.282 -1.175  2.128  7.184  0.813  7.940  1.003  0.685  1.161
14.1254 -0.3960  -0.002  0.028  1.345  5.280  4.430  1.393  3.138  3.040  1.555  4.776  0.085  0.212  3.356  2.639  2.260  1.445  0.830  0.677  2.758  0.039  0.058 -1.867 -5.550  0.173 -1.327  2.173  7.194  0.813  7.950  1.007  0.693  1.162
15.8489 -0.3960  -0.002  0.027  1.393  5.363  4.528  1.419  3.183  3.041  1.482  4.799  0.090  0.219  3.434  2.678  2.303  1.474  0.837  0.682  2.849  0.040  0.059 -2.062 -5.783  0.085 -1.464  2.209  7.213  0.804  7.961  1.002  0.703  1.159
17.7828 -0.3960  -0.005  0.024  1.430  5.429  4.692  1.449  3.231  3.122  1.437  4.832  0.094  0.223  3.527  2.726  2.361  1.504  0.838  0.685  2.961  0.040  0.060 -2.228 -5.894  0.011 -1.541  2.255  7.255  0.804  8.002  0.999  0.710  1.158
 0.0631  0.0000  -0.145 -0.079  0.172  0.178  0.863  0.440  1.266  1.083  4.979  2.703  0.033  0.114  1.770  1.407  1.172  0.718  0.632  0.515  1.866  0.029  0.040  6.338  5.431  4.851  5.050  1.208  6.424  4.035 10.176  0.976  0.383  1.161
 0.0708  0.0000  -0.143 -0.076  0.186  0.249  0.808  0.462  1.298  1.204  4.955  2.788  0.034  0.120  1.882  1.462  1.213  0.749  0.654  0.527  1.864  0.027  0.036  6.201  5.137  4.805  4.875  1.230  6.399  3.908 10.034  0.976  0.386  1.159
 0.0794  0.0000  -0.146 -0.077  0.182  0.081  0.737  0.427  1.215  1.167  5.050  2.694  0.035  0.108  1.723  1.431  1.180  0.736  0.654  0.524  1.823  0.026  0.033  6.363  5.376  5.018  5.020  1.233  6.129  3.921  9.775  0.977  0.377  1.158
 0.0891  0.0000  -0.149 -0.079  0.164 -0.047  0.672  0.388  1.123  1.112  5.104  2.564  0.035  0.097  1.598  1.378  1.130  0.708  0.643  0.509  1.757  0.025  0.029  6.440  5.520  5.139  5.104  1.237  5.936  3.924  9.586  0.977  0.371  1.156
 0.1000  0.0000  -0.156 -0.084  0.071 -0.556  0.326  0.207  0.735  0.642  5.325  1.975  0.031  0.075  1.183  1.079  0.842  0.532  0.559  0.438  1.497  0.022  0.022  6.726  5.988  5.391  5.376  1.251  5.756  3.942  9.422  0.977  0.368  1.156
 0.1122  0.0000  -0.163 -0.088  0.026 -0.934  0.068  0.117  0.545  0.364  5.572  1.693  0.027  0.063  0.878  0.918  0.671  0.431  0.515  0.402  1.322  0.021  0.017  7.037  6.518  5.646  5.703  1.265  5.560  4.000  9.280  0.978  0.363  1.159
 0.1259  0.0000  -0.172 -0.096 -0.015 -1.325 -0.224 -0.006  0.277  0.059  5.832  1.300  0.022  0.051  0.735  0.650  0.430  0.256  0.397  0.316  1.144  0.026  0.024  7.422  7.092  5.892  6.006  1.278  5.086  3.541  8.379  1.246  0.391  1.259
 0.1413  0.0000  -0.177 -0.098 -0.013 -1.562 -0.355  0.004  0.316 -0.003  6.144  1.386  0.019  0.050  0.594  0.662  0.412  0.249  0.405  0.324  1.075  0.025  0.022  7.822  7.589  6.105  6.253  1.290  4.925  3.657  8.326  1.226  0.377  1.258
 0.1585  0.0000  -0.187 -0.105  0.005 -1.790 -0.432  0.016  0.364 -0.034  6.454  1.400  0.018  0.051  0.617  0.663  0.421  0.247  0.400  0.324  1.071  0.024  0.020  8.278  8.173  6.348  6.532  1.305  4.742  3.813  8.288  1.198  0.361  1.255
 0.1778  0.0000  -0.194 -0.110  0.024 -1.929 -0.472  0.040  0.436 -0.029  6.692  1.470  0.016  0.052  0.643  0.689  0.448  0.256  0.404  0.325  1.068  0.023  0.017  8.644  8.617  6.526  6.735  1.324  4.619  3.918  8.263  1.178  0.346  1.251
 0.1995  0.0000  -0.199 -0.114  0.040 -2.024 -0.501  0.064  0.505 -0.026  6.881  1.536  0.015  0.052  0.662  0.712  0.472  0.264  0.408  0.325  1.060  0.022  0.015  8.953  8.979  6.668  6.897  1.339  4.524  4.030  8.272  1.148  0.332  1.245
 0.2239  0.0000  -0.204 -0.117  0.065 -2.078 -0.513  0.096  0.589  0.000  7.029  1.632  0.014  0.054  0.703  0.753  0.514  0.283  0.418  0.331  1.077  0.021  0.014  9.242  9.301  6.790  7.036  1.357  4.491  4.101  8.305  1.126  0.328  1.239
 0.2512  0.0000  -0.206 -0.119  0.090 -2.067 -0.501  0.132  0.678  0.057  7.116  1.756  0.013  0.056  0.757  0.801  0.561  0.303  0.426  0.335  1.100  0.022  0.014  9.444  9.507  6.856  7.113  1.379  4.500  4.068  8.284  1.131  0.333  1.240
 0.2818  0.0000  -0.207 -0.120  0.113 -2.036 -0.487  0.164  0.758  0.098  7.178  1.857  0.012  0.057  0.799  0.837  0.597  0.316  0.430  0.335  1.114  0.022  0.015  9.617  9.677  6.901  7.174  1.399  4.489  4.053  8.259  1.138  0.334  1.242
 0.3162  0.0000  -0.206 -0.120  0.139 -1.932 -0.442  0.204  0.852  0.168  7.170  1.982  0.011  0.059  0.851  0.889  0.647  0.338  0.440  0.339  1.134  0.022  0.015  9.703  9.720  6.891  7.168  1.422  4.512  4.023  8.253  1.134  0.339  1.240
 0.3548  0.0000  -0.203 -0.119  0.169 -1.767 -0.361  0.251  0.956  0.278  7.093  2.138  0.011  0.062  0.924  0.958  0.712  0.374  0.457  0.349  1.171  0.022  0.015  9.695  9.631  6.828  7.093  1.449  4.593  3.932  8.250  1.131  0.349  1.240
 0.3981  0.0000  -0.199 -0.116  0.200 -1.570 -0.271  0.298  1.059  0.387  6.982  2.287  0.011  0.065  0.997  1.024  0.775  0.406  0.471  0.356  1.207  0.022  0.015  9.645  9.481  6.738  6.987  1.470  4.671  3.842  8.244  1.131  0.357  1.240
 0.4467  0.0000  -0.192 -0.112  0.233 -1.298 -0.137  0.352  1.173  0.534  6.795  2.453  0.011  0.068  1.079  1.104  0.851  0.447  0.492  0.369  1.255  0.023  0.016  9.464  9.162  6.575  6.793  1.494  4.807  3.697  8.246  1.126  0.370  1.240
 0.5012  0.0000  -0.184 -0.106  0.272 -0.968  0.039  0.414  1.299  0.722  6.546  2.643  0.012  0.073  1.182  1.200  0.941  0.501  0.517  0.388  1.321  0.023  0.017  9.175  8.700  6.355  6.525  1.521  5.012  3.481  8.249  1.122  0.390  1.239
 0.5623  0.0000  -0.173 -0.099  0.313 -0.584  0.255  0.480  1.430  0.933  6.241  2.839  0.013  0.079  1.294  1.300  1.035  0.559  0.545  0.407  1.390  0.024  0.018  8.768  8.088  6.072  6.181  1.545  5.223  3.228  8.225  1.119  0.409  1.238
 0.6310  0.0000  -0.162 -0.092  0.354 -0.194  0.469  0.544  1.552  1.139  5.932  3.018  0.015  0.084  1.403  1.393  1.122  0.612  0.569  0.424  1.455  0.024  0.019  8.307  7.423  5.765  5.810  1.571  5.380  3.022  8.190  1.116  0.422  1.236
 0.7079  0.0000  -0.149 -0.083  0.399  0.252  0.729  0.614  1.685  1.381  5.571  3.214  0.017  0.090  1.525  1.497  1.221  0.674  0.598  0.444  1.529  0.024  0.020  7.710  6.590  5.389  5.352  1.590  5.555  2.787  8.147  1.112  0.438  1.235
 0.7943  0.0000  -0.134 -0.072  0.447  0.742  1.045  0.691  1.826  1.666  5.167  3.426  0.020  0.097  1.661  1.614  1.330  0.747  0.632  0.470  1.614  0.025  0.021  6.952  5.588  4.942  4.808  1.603  5.743  2.537  8.102  1.108  0.456  1.233
 0.8913  0.0000  -0.120 -0.061  0.496  1.196  1.341  0.764  1.957  1.934  4.796  3.616  0.023  0.104  1.795  1.722  1.432  0.816  0.663  0.495  1.703  0.025  0.023  6.225  4.628  4.514  4.289  1.611  5.911  2.306  8.056  1.107  0.473  1.232
 1.0000  0.0000  -0.104 -0.050  0.549  1.686  1.682  0.841  2.094  2.221  4.393  3.808  0.026  0.111  1.933  1.836  1.541  0.890  0.697  0.523  1.796  0.026  0.024  5.349  3.531  4.021  3.703  1.622  6.082  2.072  8.009  1.101  0.491  1.231
 1.1220  0.0000  -0.088 -0.038  0.601  2.166  2.035  0.919  2.229  2.523  4.005  3.998  0.031  0.120  2.072  1.952  1.650  0.968  0.733  0.553  1.892  0.026  0.025  4.368  2.391  3.496  3.105  1.643  6.252  1.855  7.977  1.097  0.510  1.227
 1.2589  0.0000  -0.067 -0.020  0.694  2.680  2.498  1.028  2.419  2.953  3.567  4.285  0.041  0.136  2.268  2.139  1.832  1.108  0.799  0.620  2.084  0.027  0.029  3.331  1.102  2.950  2.429  1.677  6.584  1.610  8.081  1.089  0.552  1.221
 1.4125  0.0000  -0.046 -0.002  0.785  3.193  2.992  1.141  2.610  3.431  3.165  4.575  0.051  0.153  2.476  2.317  2.008  1.249  0.857  0.683  2.268  0.030  0.037  2.201 -0.241  2.386  1.733  1.731  6.928  1.401  8.230  1.076  0.591  1.213
 1.5849  0.0000  -0.051 -0.008  0.862  3.203  2.957  1.152  2.640  3.351  3.103  4.574  0.055  0.158  2.512  2.320  2.035  1.260  0.844  0.691  2.369  0.034  0.048  2.089 -0.332  2.327  1.701  1.714  6.946  1.342  8.194  1.098  0.595  1.222
